nameseq,pseknc-0,pseknc-1,pseknc-2,pseknc-3,pseknc-4,pseknc-5,pseknc-6,pseknc-7,pseknc-8,pseknc-9,pseknc-10,pseknc-11,pseknc-12,pseknc-13,pseknc-14,pseknc-15,pseknc-16,label
N207,0.248,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,0.0,0.0,0.165,0.446,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N208,0.163,0.023,0.0,0.046,0.023,0.046,0.023,0.023,0.0,0.0,0.0,0.023,0.023,0.046,0.0,0.023,0.533,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N209,0.046,0.0,0.023,0.0,0.0,0.023,0.023,0.0,0.0,0.0,0.0,0.07,0.023,0.023,0.023,0.21,0.532,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N210,0.016,0.033,0.016,0.0,0.016,0.082,0.016,0.016,0.033,0.016,0.016,0.016,0.0,0.016,0.016,0.016,0.669,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N211,0.021,0.0,0.042,0.0,0.021,0.149,0.0,0.064,0.0,0.064,0.0,0.0,0.021,0.021,0.021,0.0,0.571,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N212,0.019,0.0,0.038,0.019,0.038,0.077,0.0,0.0,0.0,0.019,0.038,0.038,0.019,0.038,0.019,0.019,0.611,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N213,0.0,0.0,0.02,0.0,0.0,0.02,0.081,0.0,0.0,0.061,0.02,0.061,0.02,0.02,0.02,0.081,0.592,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N214,0.049,0.032,0.016,0.032,0.0,0.032,0.0,0.032,0.0,0.0,0.0,0.016,0.081,0.0,0.0,0.032,0.672,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N215,0.077,0.077,0.0,0.019,0.077,0.077,0.0,0.019,0.0,0.0,0.0,0.0,0.019,0.019,0.0,0.0,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N216,0.039,0.013,0.053,0.013,0.013,0.0,0.026,0.0,0.039,0.026,0.0,0.013,0.013,0.0,0.013,0.0,0.734,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N217,0.019,0.0,0.039,0.019,0.0,0.019,0.0,0.039,0.0,0.019,0.039,0.039,0.078,0.019,0.0,0.059,0.606,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N218,0.0,0.016,0.049,0.016,0.082,0.049,0.0,0.0,0.0,0.033,0.033,0.016,0.016,0.016,0.0,0.0,0.668,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N219,0.072,0.018,0.018,0.036,0.036,0.0,0.0,0.0,0.018,0.0,0.0,0.018,0.036,0.018,0.018,0.072,0.639,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N220,0.034,0.052,0.017,0.017,0.052,0.034,0.017,0.0,0.0,0.017,0.017,0.017,0.017,0.0,0.017,0.034,0.651,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N221,0.036,0.036,0.018,0.018,0.018,0.0,0.054,0.0,0.036,0.018,0.036,0.036,0.018,0.018,0.018,0.0,0.634,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N222,0.077,0.019,0.0,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.116,0.0,0.019,0.038,0.61,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N223,0.032,0.032,0.016,0.032,0.016,0.0,0.016,0.032,0.016,0.032,0.032,0.0,0.048,0.0,0.0,0.016,0.678,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N224,0.171,0.064,0.0,0.042,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.064,0.0,0.0,0.0,0.57,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N225,0.022,0.045,0.0,0.022,0.045,0.091,0.068,0.0,0.0,0.045,0.0,0.022,0.022,0.022,0.0,0.045,0.541,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N226,0.091,0.0,0.018,0.018,0.0,0.0,0.018,0.0,0.036,0.018,0.036,0.036,0.018,0.0,0.036,0.036,0.635,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N227,0.096,0.038,0.019,0.0,0.038,0.0,0.019,0.038,0.0,0.038,0.0,0.019,0.038,0.019,0.0,0.019,0.614,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N228,0.0,0.019,0.019,0.0,0.019,0.0,0.039,0.0,0.0,0.039,0.079,0.079,0.019,0.019,0.059,0.0,0.6,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N229,0.053,0.035,0.017,0.053,0.035,0.0,0.0,0.017,0.0,0.0,0.0,0.035,0.07,0.017,0.017,0.0,0.646,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N230,0.0,0.024,0.0,0.024,0.024,0.073,0.0,0.098,0.0,0.0,0.0,0.0,0.024,0.098,0.0,0.123,0.507,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N231,0.0,0.055,0.0,0.0,0.055,0.037,0.037,0.018,0.0,0.037,0.018,0.018,0.018,0.0,0.018,0.055,0.627,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N232,0.0,0.019,0.0,0.019,0.0,0.019,0.019,0.039,0.0,0.019,0.039,0.039,0.019,0.019,0.058,0.078,0.607,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N233,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.12,0.0,0.02,0.0,0.02,0.02,0.1,0.04,0.04,0.598,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N234,0.0,0.017,0.017,0.017,0.017,0.0,0.034,0.017,0.017,0.034,0.052,0.034,0.034,0.017,0.017,0.017,0.65,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N235,0.016,0.033,0.016,0.05,0.033,0.016,0.016,0.016,0.0,0.016,0.0,0.016,0.084,0.0,0.0,0.016,0.663,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N236,0.0,0.022,0.0,0.0,0.022,0.244,0.044,0.022,0.0,0.044,0.022,0.0,0.0,0.022,0.0,0.0,0.556,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N237,0.0,0.0,0.0,0.071,0.0,0.071,0.0,0.047,0.0,0.0,0.0,0.023,0.071,0.047,0.023,0.119,0.52,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N238,0.0,0.033,0.033,0.016,0.05,0.067,0.0,0.016,0.0,0.016,0.016,0.016,0.016,0.033,0.0,0.016,0.663,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N239,0.017,0.017,0.0,0.017,0.017,0.017,0.068,0.0,0.017,0.034,0.051,0.034,0.017,0.034,0.0,0.0,0.657,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N240,0.06,0.06,0.0,0.02,0.04,0.0,0.02,0.04,0.0,0.04,0.02,0.02,0.04,0.0,0.04,0.0,0.595,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N241,0.02,0.04,0.02,0.04,0.06,0.02,0.0,0.02,0.0,0.0,0.02,0.02,0.02,0.06,0.0,0.06,0.596,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N242,0.019,0.114,0.0,0.019,0.114,0.0,0.019,0.0,0.0,0.019,0.0,0.019,0.038,0.0,0.019,0.0,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N243,0.018,0.0,0.054,0.018,0.054,0.0,0.018,0.018,0.0,0.036,0.018,0.018,0.018,0.036,0.0,0.054,0.634,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N244,0.033,0.016,0.033,0.0,0.016,0.016,0.016,0.033,0.0,0.033,0.0,0.033,0.033,0.016,0.016,0.033,0.668,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N245,0.017,0.0,0.035,0.035,0.0,0.017,0.035,0.017,0.0,0.035,0.0,0.035,0.053,0.017,0.017,0.035,0.645,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N246,0.019,0.039,0.0,0.059,0.039,0.0,0.0,0.019,0.0,0.019,0.0,0.039,0.059,0.0,0.039,0.059,0.604,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N247,0.02,0.0,0.0,0.083,0.083,0.02,0.0,0.02,0.0,0.062,0.041,0.0,0.0,0.02,0.062,0.0,0.584,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N248,0.077,0.057,0.0,0.038,0.038,0.077,0.0,0.019,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.019,0.613,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N249,0.061,0.02,0.0,0.04,0.04,0.0,0.061,0.0,0.0,0.04,0.0,0.02,0.04,0.02,0.0,0.061,0.592,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N250,0.0,0.0,0.019,0.0,0.0,0.057,0.038,0.0,0.0,0.057,0.057,0.038,0.019,0.0,0.019,0.076,0.618,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N251,0.052,0.052,0.0,0.017,0.034,0.052,0.052,0.0,0.017,0.017,0.0,0.017,0.017,0.017,0.0,0.0,0.652,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N252,0.0,0.021,0.0,0.0,0.021,0.169,0.105,0.0,0.0,0.063,0.0,0.021,0.0,0.021,0.0,0.0,0.576,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N253,0.054,0.0,0.018,0.054,0.018,0.0,0.018,0.018,0.0,0.018,0.018,0.018,0.054,0.054,0.0,0.018,0.638,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N254,0.071,0.035,0.017,0.0,0.035,0.017,0.017,0.053,0.0,0.017,0.0,0.017,0.035,0.035,0.0,0.0,0.643,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N255,0.0,0.039,0.0,0.039,0.039,0.019,0.0,0.059,0.0,0.019,0.019,0.019,0.039,0.039,0.019,0.039,0.605,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N256,0.04,0.04,0.02,0.02,0.061,0.0,0.04,0.0,0.02,0.04,0.061,0.02,0.0,0.02,0.02,0.0,0.59,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N257,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.04,0.0,0.04,0.06,0.02,0.04,0.04,0.0,0.08,0.599,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N258,0.016,0.016,0.049,0.032,0.016,0.0,0.0,0.0,0.016,0.0,0.032,0.049,0.049,0.0,0.032,0.016,0.671,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N259,0.037,0.074,0.0,0.018,0.074,0.037,0.037,0.0,0.0,0.037,0.0,0.0,0.018,0.018,0.0,0.018,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N260,0.043,0.021,0.0,0.086,0.021,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.021,0.0,0.064,0.568,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N261,0.041,0.041,0.0,0.02,0.041,0.062,0.0,0.02,0.0,0.02,0.02,0.02,0.02,0.02,0.041,0.041,0.58,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N262,0.093,0.037,0.037,0.0,0.037,0.056,0.0,0.018,0.0,0.018,0.0,0.018,0.037,0.0,0.0,0.018,0.624,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N263,0.02,0.02,0.02,0.0,0.02,0.0,0.04,0.02,0.0,0.04,0.061,0.061,0.02,0.02,0.04,0.02,0.59,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N264,0.0,0.0,0.018,0.0,0.0,0.037,0.018,0.055,0.0,0.037,0.037,0.037,0.0,0.037,0.037,0.055,0.627,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N265,0.0,0.037,0.018,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.112,0.037,0.0,0.0,0.056,0.0,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N266,0.035,0.017,0.017,0.017,0.017,0.0,0.017,0.017,0.017,0.017,0.07,0.035,0.035,0.017,0.017,0.0,0.649,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N267,0.0,0.037,0.018,0.037,0.075,0.037,0.018,0.018,0.0,0.056,0.0,0.018,0.018,0.0,0.037,0.0,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N268,0.017,0.053,0.0,0.035,0.035,0.053,0.0,0.053,0.0,0.017,0.0,0.0,0.053,0.0,0.017,0.017,0.641,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N269,0.019,0.0,0.0,0.058,0.038,0.038,0.0,0.019,0.0,0.058,0.058,0.0,0.019,0.019,0.058,0.0,0.611,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N270,0.0,0.03,0.061,0.0,0.03,0.0,0.015,0.015,0.015,0.0,0.015,0.046,0.046,0.015,0.0,0.015,0.691,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N271,0.0,0.024,0.0,0.049,0.0,0.147,0.0,0.049,0.0,0.0,0.0,0.0,0.073,0.0,0.0,0.147,0.508,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N272,0.059,0.059,0.0,0.0,0.019,0.059,0.039,0.019,0.0,0.0,0.019,0.039,0.019,0.039,0.0,0.019,0.601,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N273,0.016,0.016,0.033,0.016,0.0,0.016,0.0,0.066,0.016,0.016,0.049,0.0,0.033,0.033,0.0,0.016,0.669,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N274,0.0,0.0,0.018,0.018,0.018,0.0,0.054,0.018,0.0,0.072,0.018,0.036,0.018,0.018,0.036,0.036,0.636,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N275,0.035,0.017,0.053,0.017,0.053,0.017,0.017,0.0,0.0,0.053,0.035,0.017,0.017,0.0,0.017,0.0,0.64,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N276,0.0,0.021,0.0,0.0,0.021,0.043,0.043,0.086,0.0,0.021,0.021,0.021,0.0,0.086,0.0,0.065,0.566,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N277,0.0,0.0,0.035,0.035,0.0,0.0,0.035,0.017,0.017,0.017,0.035,0.052,0.052,0.017,0.035,0.0,0.646,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N278,0.018,0.018,0.0,0.018,0.037,0.018,0.056,0.018,0.0,0.056,0.018,0.018,0.018,0.018,0.018,0.037,0.624,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N279,0.0,0.0,0.0,0.0,0.0,0.07,0.023,0.047,0.0,0.0,0.07,0.094,0.0,0.07,0.047,0.047,0.527,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N280,0.076,0.038,0.0,0.0,0.038,0.038,0.038,0.019,0.0,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.615,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N281,0.036,0.036,0.018,0.018,0.018,0.0,0.018,0.0,0.0,0.0,0.0,0.091,0.054,0.0,0.054,0.018,0.634,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N282,0.06,0.0,0.0,0.04,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.04,0.04,0.02,0.04,0.101,0.595,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N283,0.021,0.021,0.0,0.065,0.086,0.021,0.043,0.0,0.0,0.065,0.0,0.0,0.0,0.043,0.021,0.043,0.565,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N284,0.021,0.021,0.0,0.021,0.042,0.063,0.021,0.042,0.0,0.021,0.0,0.021,0.0,0.063,0.021,0.063,0.575,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N285,0.0,0.0,0.024,0.0,0.0,0.024,0.024,0.024,0.0,0.0,0.193,0.072,0.024,0.024,0.048,0.024,0.517,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N286,0.036,0.018,0.036,0.036,0.091,0.018,0.0,0.018,0.0,0.018,0.0,0.018,0.0,0.055,0.0,0.018,0.632,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N287,0.018,0.037,0.0,0.018,0.018,0.037,0.018,0.037,0.0,0.0,0.018,0.037,0.037,0.018,0.018,0.056,0.62,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N288,0.06,0.04,0.0,0.06,0.04,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.08,0.0,0.0,0.08,0.595,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N289,0.037,0.018,0.0,0.018,0.018,0.0,0.018,0.018,0.0,0.0,0.018,0.074,0.037,0.018,0.056,0.037,0.626,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N290,0.018,0.036,0.018,0.0,0.018,0.018,0.018,0.036,0.0,0.054,0.072,0.018,0.018,0.0,0.036,0.0,0.636,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N291,0.018,0.0,0.036,0.036,0.036,0.036,0.0,0.018,0.0,0.018,0.018,0.036,0.036,0.054,0.0,0.018,0.639,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.142,0.0,0.0,0.142,0.071,0.524,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N293,0.019,0.019,0.019,0.039,0.058,0.0,0.0,0.039,0.019,0.039,0.0,0.0,0.0,0.039,0.039,0.058,0.608,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N294,0.037,0.093,0.0,0.0,0.112,0.093,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.624,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N295,0.052,0.052,0.0,0.017,0.035,0.0,0.0,0.07,0.0,0.035,0.017,0.0,0.035,0.0,0.035,0.0,0.647,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N296,0.0,0.04,0.02,0.0,0.06,0.06,0.0,0.06,0.0,0.02,0.0,0.04,0.0,0.04,0.04,0.02,0.599,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N297,0.0,0.019,0.0,0.019,0.019,0.079,0.019,0.059,0.0,0.039,0.019,0.019,0.019,0.059,0.019,0.0,0.604,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N298,0.0,0.038,0.019,0.0,0.038,0.019,0.038,0.019,0.0,0.057,0.0,0.038,0.019,0.019,0.019,0.057,0.616,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N299,0.0,0.033,0.033,0.033,0.033,0.0,0.0,0.033,0.0,0.016,0.033,0.016,0.05,0.016,0.016,0.016,0.663,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N300,0.068,0.0,0.0,0.045,0.0,0.068,0.022,0.045,0.0,0.045,0.0,0.022,0.022,0.022,0.045,0.045,0.544,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N301,0.07,0.07,0.017,0.017,0.035,0.0,0.0,0.053,0.0,0.017,0.0,0.0,0.053,0.0,0.0,0.017,0.645,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N302,0.072,0.018,0.018,0.018,0.036,0.0,0.036,0.0,0.018,0.036,0.0,0.036,0.018,0.018,0.018,0.018,0.636,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N303,0.018,0.055,0.0,0.018,0.018,0.0,0.0,0.055,0.0,0.0,0.018,0.018,0.037,0.018,0.037,0.074,0.627,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N304,0.088,0.022,0.0,0.066,0.022,0.0,0.022,0.022,0.0,0.044,0.044,0.0,0.066,0.022,0.0,0.022,0.558,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N305,0.0,0.056,0.0,0.0,0.056,0.056,0.037,0.037,0.0,0.056,0.0,0.0,0.0,0.018,0.018,0.037,0.623,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N306,0.0,0.0,0.022,0.0,0.022,0.0,0.0,0.0,0.0,0.022,0.0,0.067,0.0,0.0,0.09,0.225,0.548,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N307,0.018,0.018,0.036,0.036,0.036,0.0,0.0,0.036,0.0,0.018,0.018,0.018,0.055,0.036,0.0,0.036,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N308,0.036,0.036,0.018,0.018,0.036,0.018,0.018,0.0,0.0,0.0,0.0,0.073,0.036,0.018,0.036,0.018,0.634,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N309,0.0,0.0,0.017,0.017,0.035,0.017,0.035,0.017,0.0,0.071,0.035,0.017,0.0,0.017,0.035,0.035,0.644,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N310,0.0,0.047,0.0,0.0,0.023,0.094,0.0,0.047,0.0,0.0,0.0,0.023,0.023,0.047,0.0,0.164,0.529,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N311,0.031,0.0,0.047,0.015,0.031,0.015,0.015,0.0,0.031,0.015,0.031,0.015,0.0,0.031,0.0,0.031,0.684,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N312,0.0,0.0,0.0,0.018,0.0,0.037,0.075,0.056,0.018,0.056,0.056,0.0,0.0,0.056,0.0,0.0,0.624,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N313,0.037,0.056,0.018,0.0,0.037,0.037,0.018,0.018,0.0,0.018,0.018,0.037,0.018,0.018,0.018,0.018,0.625,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N314,0.036,0.018,0.018,0.018,0.0,0.036,0.036,0.036,0.0,0.036,0.018,0.018,0.055,0.018,0.018,0.0,0.631,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N315,0.046,0.023,0.0,0.023,0.0,0.069,0.046,0.023,0.0,0.023,0.0,0.046,0.023,0.046,0.023,0.069,0.539,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N316,0.057,0.038,0.019,0.0,0.038,0.038,0.019,0.057,0.0,0.0,0.0,0.019,0.0,0.076,0.0,0.019,0.616,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N317,0.041,0.02,0.0,0.041,0.0,0.02,0.0,0.062,0.0,0.02,0.0,0.0,0.062,0.041,0.02,0.083,0.581,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N318,0.037,0.018,0.018,0.037,0.037,0.056,0.018,0.018,0.0,0.056,0.037,0.0,0.037,0.0,0.0,0.0,0.621,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N319,0.0,0.017,0.035,0.0,0.035,0.053,0.017,0.0,0.0,0.017,0.035,0.071,0.017,0.017,0.035,0.0,0.643,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N320,0.017,0.034,0.017,0.0,0.034,0.051,0.017,0.034,0.0,0.051,0.017,0.017,0.017,0.017,0.017,0.0,0.656,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N321,0.02,0.0,0.0,0.02,0.0,0.123,0.041,0.061,0.02,0.02,0.0,0.0,0.02,0.061,0.0,0.02,0.589,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N322,0.0,0.019,0.0,0.019,0.0,0.019,0.058,0.058,0.0,0.058,0.0,0.019,0.039,0.039,0.019,0.039,0.608,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N323,0.04,0.04,0.0,0.0,0.02,0.02,0.02,0.04,0.0,0.02,0.02,0.04,0.02,0.04,0.04,0.04,0.591,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N324,0.0,0.0,0.0,0.02,0.0,0.103,0.061,0.041,0.02,0.061,0.02,0.0,0.0,0.02,0.041,0.02,0.586,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N325,0.0,0.034,0.0,0.017,0.034,0.034,0.034,0.034,0.017,0.017,0.017,0.017,0.0,0.052,0.017,0.017,0.653,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N326,0.0,0.021,0.0,0.021,0.021,0.065,0.065,0.0,0.0,0.043,0.087,0.043,0.0,0.043,0.021,0.0,0.564,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N327,0.017,0.0,0.034,0.017,0.0,0.0,0.0,0.017,0.017,0.0,0.0,0.051,0.034,0.017,0.034,0.103,0.654,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N328,0.035,0.017,0.017,0.052,0.035,0.017,0.017,0.017,0.0,0.0,0.0,0.035,0.035,0.052,0.0,0.017,0.647,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N329,0.045,0.0,0.0,0.045,0.022,0.022,0.0,0.022,0.0,0.0,0.022,0.045,0.022,0.045,0.022,0.135,0.547,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N330,0.0,0.0,0.0,0.063,0.0,0.0,0.021,0.021,0.0,0.021,0.042,0.042,0.042,0.042,0.042,0.085,0.573,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N331,0.0,0.0,0.022,0.0,0.0,0.067,0.045,0.022,0.0,0.022,0.067,0.045,0.022,0.022,0.0,0.112,0.548,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N332,0.033,0.033,0.0,0.016,0.0,0.016,0.016,0.033,0.0,0.016,0.033,0.016,0.049,0.0,0.016,0.049,0.668,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N333,0.059,0.059,0.0,0.0,0.039,0.078,0.0,0.059,0.0,0.0,0.0,0.0,0.019,0.039,0.0,0.039,0.606,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N334,0.0,0.026,0.0,0.0,0.053,0.133,0.0,0.106,0.0,0.0,0.0,0.0,0.0,0.106,0.0,0.106,0.467,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N335,0.03,0.045,0.03,0.015,0.045,0.03,0.0,0.0,0.015,0.0,0.0,0.015,0.045,0.0,0.0,0.03,0.697,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N336,0.038,0.019,0.0,0.019,0.0,0.058,0.019,0.038,0.0,0.019,0.0,0.038,0.038,0.0,0.058,0.038,0.612,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N337,0.02,0.041,0.0,0.02,0.041,0.041,0.02,0.02,0.0,0.041,0.041,0.02,0.02,0.02,0.02,0.041,0.585,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N338,0.0,0.019,0.0,0.019,0.019,0.019,0.019,0.0,0.0,0.019,0.039,0.059,0.019,0.0,0.059,0.099,0.603,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N339,0.052,0.0,0.035,0.0,0.017,0.052,0.0,0.017,0.017,0.035,0.087,0.0,0.0,0.0,0.017,0.017,0.648,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N340,0.018,0.037,0.0,0.018,0.037,0.037,0.018,0.056,0.0,0.037,0.0,0.018,0.0,0.037,0.037,0.018,0.622,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N341,0.0,0.051,0.0,0.0,0.0,0.086,0.034,0.034,0.0,0.034,0.017,0.0,0.051,0.0,0.0,0.034,0.654,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
N342,0.0,0.023,0.0,0.023,0.046,0.069,0.0,0.023,0.0,0.0,0.093,0.046,0.0,0.046,0.069,0.023,0.533,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
